stt_name,stt_no,county_name,town_name,county_code,urban_plan,lon,lat,manager,addr,stt_purpose
66000C000010,67000-000009,臺南市,善化區,67000190,R0311,120.2774465,23.11980091,臺南市政府交通局,67000-000010,影像監視
66000C000009,67000-000008,臺南市,善化區,67000190,R0311,120.273421,23.11792348,臺南市政府交通局,67000-000009,影像監視
66000C000008,67000-000007,臺南市,善化區,67000190,R0311,120.2724939,23.1214992,臺南市政府交通局,67000-000008,影像監視
66000C000007,67000-000006,臺南市,善化區,67000190,R0311,120.2730048,23.12724794,臺南市政府交通局,67000-000007,影像監視
66000C000006,67000-000005,臺南市,善化區,67000190,R0311,120.2690029,23.12592581,臺南市政府交通局,67000-000006,影像監視
66000C000005,67000-000004,臺南市,新市區,67000200,R0311,120.2642286,23.10588256,臺南市政府交通局,67000-000005,影像監視
66000C000004,67000-000003,臺南市,善化區,67000190,R0311,120.2726025,23.10913902,臺南市政府交通局,67000-000004,影像監視
66000C000003,67000-000002,臺南市,新市區,67000200,R0311,120.2753008,23.10117536,臺南市政府交通局,67000-000003,影像監視
66000C000002,67000-000001,臺南市,新市區,67000200,R0311,120.2825374,23.09058354,臺南市政府交通局,67000-000002,影像監視
66000C000001,67000-000000,臺南市,新市區,67000200,R0311,120.2825374,23.09058354,臺南市政府交通局,67000-000001,影像監視
CCTV-25-008A-021-01,66000-000760,臺中市,和平區,66000290,區外,121.147378,24.248613,交通部公路總局,德基路段,影像監視
CCTV-25-008A-004-01,66000-000759,臺中市,和平區,66000290,區外,121.050504,24.223957,交通部公路總局,上谷關4號明隧道,影像監視
CCTV-22-0610-139-02,66000-000756,臺中市,大安區,66000220,區外,120.5880404,24.3727598,交通部公路總局,台61線大甲出口標誌門架上,影像監視
CCTV-25-007A-053-01,66000-000752,臺中市,和平區,66000290,區外,121.322,24.348528,交通部公路總局,武陵路交叉口,影像監視
CCTV-22-0610-155-02,66000-000738,臺中市,梧棲區,66000140,L0303,120.5306531,24.2370638,交通部公路總局,清水上匝道,影像監視
CCTV-22-0610-148-01,66000-000737,臺中市,清水區,66000120,L0303,120.5546554,24.3021396,交通部公路總局,清水下匝道,影像監視
CCTV-22-0610-141-01,66000-000736,臺中市,大安區,66000220,區外,120.583256,24.355423,交通部公路總局,大安交流道,影像監視
CCTV-22-0610-134-01,66000-000735,臺中市,大甲區,66000110,區外,120.6146413,24.4078145,交通部公路總局,大甲交流道,影像監視
CCTV-25-008A-022-01,66000-000730,臺中市,和平區,66000290,區外,121.1502518,24.2493899,交通部公路總局,德基路段,影像監視
CCTV-25-008A-020-01,66000-000729,臺中市,和平區,66000290,區外,121.1339634,24.2499356,交通部公路總局,德基路段,影像監視
CCTV-25-008A-019-01,66000-000728,臺中市,和平區,66000290,區外,121.128467,24.243609,交通部公路總局,德基路段,影像監視
CCTV-25-008A-017-01,66000-000727,臺中市,和平區,66000290,區外,121.1228836,24.2345471,交通部公路總局,青山路段,影像監視
CCTV-25-008A-014-01,66000-000726,臺中市,和平區,66000290,區外,121.1033219,24.2450689,交通部公路總局,青山4號明隧道,影像監視
CCTV-25-008A-013-01,66000-000725,臺中市,和平區,66000290,區外,121.0971675,24.2488107,交通部公路總局,青山發電廠路段,影像監視
CCTV-25-008A-008-01,66000-000724,臺中市,和平區,66000290,區外,121.0754879,24.2312797,交通部公路總局,青山發電廠路段,影像監視
CCTV-25-008A-007-01,66000-000723,臺中市,和平區,66000290,區外,121.0680005,24.2283271,交通部公路總局,馬崙路段,影像監視
CCTV-25-008A-005-02,66000-000722,臺中市,和平區,66000290,區外,121.0576687,24.2257943,交通部公路總局,上關東路段,影像監視
CCTV-22-0610-139-01,66000-000720,臺中市,大安區,66000220,區外,120.5881127,24.3729437,交通部公路總局,139 大安一  大安標誌牌往南250M,影像監視
CCTV-22-0610-157-01,66000-000695,臺中市,梧棲區,66000140,L0303,120.524468,24.22266,交通部公路總局,台61線-梧棲區西濱公路往向上路九段交流道（逆樁）(157K+300),影像監視
CCTV-22-0610-155-01,66000-000694,臺中市,梧棲區,66000140,L0303,120.531368,24.238215,交通部公路總局,台61線-梧棲區西濱公路近梧棲交流道前北向（逆樁）(155K+501),影像監視
CCTV-22-0610-154-01,66000-000693,臺中市,梧棲區,66000140,L0303,120.536189,24.249913,交通部公路總局,台61線-梧棲區西濱公路近梧棲交流道前南向（順樁）(154K+168),影像監視
CCTV-22-0610-150-01,66000-000692,臺中市,清水區,66000120,L0303,120.547942,24.277124,交通部公路總局,台61線-清水區西濱公路近清水交流道後北向（逆樁）(150K+850),影像監視
CCTV-22-0610-147-01,66000-000691,臺中市,清水區,66000120,L0303,120.558294,24.309337,交通部公路總局,台61線-清水區西濱公路南向附掛門架（順樁）(147K+200),影像監視
CCTV-22-0030-195-02,66000-000674,臺中市,霧峰區,66000260,L0110,120.695281,24.052607,交通部公路總局,台3線195K+200,影像監視
CCTV-22-0610-145-01,66000-000663,臺中市,清水區,66000120,區外,120.5670798,24.3240917,交通部公路總局,台61線145K+350,影像監視
CCTV-22-0610-160-01,66000-000662,臺中市,龍井區,66000250,L0303,120.509615,24.1953554,交通部公路總局,台61線160K+800,影像監視
CCTV-25-0080-063-01,66000-000650,臺中市,和平區,66000290,區外,121.1721094,24.2525192,交通部公路總局,台8線63K+500,影像監視
CCTV-22-0030-164-01,66000-000648,臺中市,石岡區,66000200,L0304,120.764487,24.276882,交通部公路總局,台3線164K+350,影像監視
CCTV-25-007A-065-01,66000-000645,臺中市,和平區,66000290,區外,121.275347,24.2974789,交通部公路總局,台7甲線65K+600,影像監視
CCTV-25-0080-078-01,66000-000644,臺中市,和平區,66000290,區外,121.233067,24.2437531,交通部公路總局,台8線78K+500,影像監視
CCTV-28-0740-010-01,66000-000616,臺中市,西屯區,66000060,B0101,120.6354903,24.1821226,交通部公路總局,台中市西屯區(主線上)(逆樁),影像監視
CCTV-28-0740-005-01,66000-000615,臺中市,南屯區,66000070,B0101,120.6210629,24.1337488,交通部公路總局,台中市南屯區(主線上)(順樁),影像監視
CCTV-28-0740-001-01,66000-000614,臺中市,烏日區,66000230,L0208,120.6129255,24.1029311,交通部公路總局,臺中市烏日區(主線上)(逆樁),影像監視
CCTV-28-0630-011-01,66000-000611,臺中市,霧峰區,66000260,區外,120.6834125,24.0351748,交通部公路總局,臺中市霧峰區(主線上)(順樁),影像監視
CCTV-28-0630-006-01,66000-000610,臺中市,霧峰區,66000260,區外,120.6629095,24.0731018,交通部公路總局,臺中市霧峰區（中投西路平面道路）(順樁),影像監視
CCTV-28-0630-004-01,66000-000609,臺中市,大里區,66000280,區外,120.664301,24.0875937,交通部公路總局,台中市大里區(主線上)(逆樁),影像監視
CCTV-28-0630-002-01,66000-000608,臺中市,大里區,66000280,區外,120.6716316,24.102293,交通部公路總局,台中市（德芳路、文心南路）(看橫向路口),影像監視
CCTV-28-0630-001-01,66000-000607,臺中市,大里區,66000280,區外,120.6701737,24.1108348,交通部公路總局,台中市（中投公路養護起點）(逆樁),影像監視
CCTV-25-0210-017-01,66000-000567,臺中市,新社區,66000190,區外,120.8881142,24.096341,交通部公路總局,新社區(天福路=長福橋旁)(順樁),影像監視
CCTV-25-0210-000-01,66000-000566,臺中市,新社區,66000190,區外,120.8628134,24.159344,交通部公路總局,新社區(天福路=大林國小前)(順樁),影像監視
CCTV-25-008A-023-01,66000-000565,臺中市,和平區,66000290,區外,121.162541,24.250161,交通部公路總局,德基路段,影像監視
CCTV-25-008A-012-01,66000-000564,臺中市,和平區,66000290,區外,121.0946528,24.2458371,交通部公路總局,青山電廠路段,影像監視
CCTV-25-008A-012-02,66000-000563,臺中市,和平區,66000290,區外,121.096471,24.241599,交通部公路總局,青山電廠路段,影像監視
CCTV-25-008A-009-01,66000-000562,臺中市,和平區,66000290,區外,121.079656,24.236357,交通部公路總局,霸新路段,影像監視
CCTV-25-008A-006-01,66000-000561,臺中市,和平區,66000290,區外,121.064576,24.227347,交通部公路總局,霸新路段,影像監視
CCTV-25-008A-005-01,66000-000560,臺中市,和平區,66000290,區外,121.059394,24.227136,交通部公路總局,馬崙路段,影像監視
CCTV-25-008A-001-01,66000-000559,臺中市,和平區,66000290,區外,121.034474,24.211318,交通部公路總局,上谷關路段,影像監視
CCTV-25-0080-083-01,66000-000557,臺中市,和平區,66000290,L0306,121.2584651,24.2563547,交通部公路總局,和平區(福壽路=梨山國小=台8線支道內)(順樁),影像監視
CCTV-25-0080-081-01,66000-000556,臺中市,和平區,66000290,L0306,121.2460688,24.2549991,交通部公路總局,和平區(中正路=中興路四段-台7甲線)(逆樁),影像監視
CCTV-25-0080-076-02,66000-000555,臺中市,和平區,66000290,L0307,121.2273803,24.2472653,交通部公路總局,新佳陽路段,影像監視
CCTV-25-0080-076-01,66000-000554,臺中市,和平區,66000290,L0307,121.2273543,24.2473498,交通部公路總局,新佳陽路段,影像監視
CCTV-25-0080-035-02,66000-000553,臺中市,和平區,66000290,L0305,121.0124038,24.2072467,交通部公路總局,谷關路段(和平區(東關路=谷關工務段前)(順樁)),影像監視
CCTV-25-0080-035-01,66000-000552,臺中市,和平區,66000290,L0305,121.0124038,24.2072467,交通部公路總局,和平區(東關路=谷關工務段前)(順樁),影像監視
CCTV-25-0080-034-01,66000-000551,臺中市,和平區,66000290,L0305,121.0123293,24.2030066,交通部公路總局,和平區(東關路=明隧道前-西向)(順樁),影像監視
CCTV-25-0080-033-01,66000-000550,臺中市,和平區,66000290,L0305,121.0017802,24.2013199,交通部公路總局,和平區(東關路=統一飯店前)(順樁),影像監視
CCTV-25-0080-030-01,66000-000549,臺中市,和平區,66000290,區外,120.9858179,24.1848261,交通部公路總局,松鶴路段,影像監視
CCTV-25-0080-027-01,66000-000548,臺中市,和平區,66000290,區外,120.9673281,24.1720202,交通部公路總局,松鶴路段,影像監視
CCTV-25-0080-015-01,66000-000547,臺中市,和平區,66000290,區外,120.8750713,24.1718186,交通部公路總局,和平路段,影像監視
CCTV-25-0080-013-02,66000-000546,臺中市,東勢區,66000100,區外,120.8618818,24.1636508,交通部公路總局,東勢區(東關路=台21線交叉後)(順樁),影像監視
CCTV-25-0080-013-01,66000-000545,臺中市,東勢區,66000100,區外,120.85985,24.160614,交通部公路總局,東勢區(東關路=台21線交叉前)(順樁),影像監視
CCTV-25-0080-005-01,66000-000544,臺中市,東勢區,66000100,L0107,120.838935,24.2126712,交通部公路總局,東勢區(東關路=頭汴角)(順樁),影像監視
CCTV-25-0080-001-01,66000-000543,臺中市,東勢區,66000100,L0107,120.832089,24.2467679,交通部公路總局,東勢區(中正路=東關路=民安巷路口)(順樁),影像監視
CCTV-25-0080-000-01,66000-000542,臺中市,東勢區,66000100,區外,120.8246707,24.256719,交通部公路總局,東勢區(中正路=正二街路口)(順樁),影像監視
CCTV-25-007A-049-01,66000-000541,臺中市,和平區,66000290,區外,121.3358787,24.37389836,交通部公路總局,勝光路段,影像監視
CCTV-25-007A-048-01,66000-000540,臺中市,和平區,66000290,區外,121.341403,24.379314,交通部公路總局,思源路段,影像監視
CCTV-25-007A-047-01,66000-000539,臺中市,和平區,66000290,區外,121.3472487,24.3844654,交通部公路總局,思源路段,影像監視
CCTV-25-007A-046-01,66000-000538,臺中市,和平區,66000290,區外,121.3516561,24.39098224,交通部公路總局,思源路段,影像監視
CCTV-22-0170-015-01,66000-000484,臺中市,龍井區,66000250,L0303,120.5055444,24.2102533,交通部公路總局,龍井區臨港路一段龍昌路(火力發電廠)口(逆樁),影像監視
CCTV-22-0170-007-01,66000-000483,臺中市,清水區,66000120,L0303,120.5335127,24.2743775,交通部公路總局,清水區臨海路83號前分隔島(順樁),影像監視
CCTV-22-0170-007-02,66000-000482,臺中市,清水區,66000120,L0303,120.5362211,24.2812108,交通部公路總局,清水區臨港路五段中清路九段(台10線起點)口(逆樁),影像監視
CCTV-22-0170-000-02,66000-000481,臺中市,清水區,66000120,L0303,120.5873844,24.3032716,交通部公路總局,清水區臨港路七段國道4號清水端南端500m(逆樁),影像監視
CCTV-22-0170-000-01,66000-000480,臺中市,清水區,66000120,L0303,120.5925598,24.304538,交通部公路總局,清水區臨港路七段與國道4號清水端出入口(順、逆樁),影像監視
CCTV-22-0130-065-01,66000-000479,臺中市,豐原區,66000090,區外,120.721961,24.273489,交通部公路總局,豐原區三豐路后豐橋南端(國4豐原交流道口)250m(逆樁),影像監視
CCTV-22-0130-064-01,66000-000478,臺中市,后里區,66000150,區外,120.7223961,24.2841876,交通部公路總局,后里區三豐路后豐大橋北端正隆紙廠前(逆樁),影像監視
CCTV-22-0120-011-01,66000-000477,臺中市,龍井區,66000250,區外,120.5879064,24.1852436,交通部公路總局,龍井區中港路與東海街口(順樁),影像監視
CCTV-22-0120-007-01,66000-000476,臺中市,沙鹿區,66000130,L0303,120.5810183,24.2133749,交通部公路總局,沙鹿區中棲路六陽巷口(近弘光科大)(逆樁),影像監視
CCTV-22-0120-004-01,66000-000475,臺中市,沙鹿區,66000130,L0303,120.5698893,24.2367552,交通部公路總局,沙鹿區中棲路與三民路口(逆樁),影像監視
CCTV-22-010B-004-01,66000-000474,臺中市,沙鹿區,66000130,區外,120.6004918,24.2565723,交通部公路總局,清水區中清路台中航空站出口前(順樁),影像監視
CCTV-22-0100-020-02,66000-000473,臺中市,豐原區,66000090,L0111,120.7048799,24.2498488,交通部公路總局,豐原區中正路成功路口(順樁),影像監視
CCTV-22-0100-019-01,66000-000472,臺中市,神岡區,66000160,L0111,120.6977035,24.2486625,交通部公路總局,神岡區中山路岸裡國小前(國1豐原交流道口)(逆樁),影像監視
CCTV-22-0100-017-01,66000-000471,臺中市,神岡區,66000160,L0111,120.6796821,24.2441681,交通部公路總局,神岡區民生路與潭雅神自行車道邊(順樁),影像監視
CCTV-22-0100-007-01,66000-000470,臺中市,沙鹿區,66000130,L0303,120.5900325,24.2500253,交通部公路總局,沙鹿區中清路七段國3沙鹿交流南下出入口匝道口(逆樁),影像監視
CCTV-22-0030-199-02,66000-000469,臺中市,霧峰區,66000260,區外,120.695691,24.013273,交通部公路總局,霧峰區中正路與北岸路口(國6舊正交流道出口匝道口)(逆樁),影像監視
CCTV-22-0030-199-01,66000-000468,臺中市,霧峰區,66000260,區外,120.695758,24.013598,交通部公路總局,霧峰區中正路與北岸路口北邊(順樁),影像監視
CCTV-22-0030-195-01,66000-000467,臺中市,霧峰區,66000260,L0110,120.6942512,24.0504037,交通部公路總局,霧峰區中正路192巷(國3霧峰交流道口)(逆樁),影像監視
CCTV-22-0030-193-01,66000-000466,臺中市,霧峰區,66000260,L0110,120.6967248,24.0699267,交通部公路總局,霧峰區林森路草湖路口(順樁),影像監視
CCTV-22-0030-189-02,66000-000465,臺中市,大里區,66000280,L0110,120.6874813,24.0947137,交通部公路總局,大里區中興路與元堤路口(順樁),影像監視
CCTV-22-0030-189-01,66000-000464,臺中市,大里區,66000280,L0110,120.6859137,24.096088,交通部公路總局,大里區中興路與國光路口(順樁),影像監視
CCTV-22-0030-187-01,66000-000463,臺中市,大里區,66000280,L0110,120.6796182,24.1102551,交通部公路總局,大里區國光路東榮路(大里仁愛醫院)(順樁),影像監視
CCTV-22-0030-177-01,66000-000462,臺中市,潭子區,66000170,L0111,120.7024189,24.1890894,交通部公路總局,潭子區中山路15巷口(逆樁),影像監視
CCTV-22-0030-175-01,66000-000461,臺中市,潭子區,66000170,L0111,120.7053057,24.2105268,交通部公路總局,潭子區中山路合庫潭子分行前(順樁),影像監視
CCTV-22-0030-171-01,66000-000460,臺中市,豐原區,66000090,L0111,120.7142463,24.2447062,交通部公路總局,豐原區中山路圓環東路口(逆樁),影像監視
CCTV-22-0030-168-01,66000-000459,臺中市,豐原區,66000090,L0111,120.7303199,24.2576978,交通部公路總局,豐原區豐勢路379巷(近圓環東路)口前(逆樁),影像監視
CCTV-22-0030-166-01,66000-000458,臺中市,豐原區,66000090,L0111,120.7497045,24.2686848,交通部公路總局,豐原區豐勢路國豐路(國4)口(逆樁),影像監視
CCTV-22-0030-165-01,66000-000457,臺中市,豐原區,66000090,L0111,120.7532,24.2725964,交通部公路總局,豐原區豐勢路朴子街前(順樁),影像監視
CCTV-22-0030-158-01,66000-000456,臺中市,石岡區,66000200,區外,120.8150913,24.2610479,交通部公路總局,東勢大橋南端石岡區豐勢路65巷 (逆樁),影像監視
CCTV-22-0030-157-01,66000-000455,臺中市,東勢區,66000100,L0107,120.8227109,24.2618028,交通部公路總局,東勢區豐勢路中正路(台8線)口(逆樁),影像監視
CCTV-22-0030-153-01,66000-000454,臺中市,東勢區,66000100,L0304,120.7971948,24.2852007,交通部公路總局,東勢區東蘭路石圍橋南端(順樁),影像監視
CCTV-22-0030-150-01,66000-000453,臺中市,東勢區,66000100,區外,120.8071297,24.303576,交通部公路總局,東勢區東蘭路德水園養護院前(逆樁),影像監視
CCTV-22-001B-021-01,66000-000452,臺中市,烏日區,66000230,L0302,120.5871275,24.1131384,交通部公路總局,烏日區中山路王田交流道(逆樁),影像監視
CCTV-22-001B-020-01,66000-000451,臺中市,烏日區,66000230,L0302,120.5986646,24.1114202,交通部公路總局,烏日區中山路與榮和路前(逆樁),影像監視
CCTV-22-001B-018-01,66000-000450,臺中市,烏日區,66000230,L0208,120.616277,24.1057922,交通部公路總局,烏日區中山路與新興路南端(逆樁),影像監視
CCTV-22-001B-017-02,66000-000449,臺中市,烏日區,66000230,L0208,120.6248232,24.1042683,交通部公路總局,烏日區新興路光日路(烏日消防隊)(順樁),影像監視
CCTV-22-001B-016-01,66000-000448,臺中市,烏日區,66000230,L0208,120.6316648,24.1051864,交通部公路總局,烏日區中山路與新興路北端(順樁),影像監視
CCTV-22-001B-015-01,66000-000447,臺中市,烏日區,66000230,區外,120.6472616,24.110727,交通部公路總局,烏日區中山路與環中路口(順樁),影像監視
CCTV-22-001B-000-02,66000-000446,臺中市,大雅區,66000180,L0111,120.645763,24.2245409,交通部公路總局,大雅區中清路民生路前(順樁),影像監視
CCTV-22-001B-001-01,66000-000445,臺中市,大雅區,66000180,L0111,120.6506178,24.2101994,交通部公路總局,西屯區中清路大雅交流道口(順樁),影像監視
CCTV-22-0010-183-01,66000-000444,臺中市,大肚區,66000240,L0302,120.5734997,24.1198871,交通部公路總局,大肚區沙田路一段中油追分站邊(順樁),影像監視
CCTV-22-0010-181-01,66000-000443,臺中市,大肚區,66000240,L0302,120.5600586,24.1260742,交通部公路總局,大肚區沙田路一段566巷北端200公尺(順樁),影像監視
CCTV-22-0010-175-01,66000-000442,臺中市,龍井區,66000250,L0303,120.5432326,24.175884,交通部公路總局,龍井區中華路茄投路口(逆樁),影像監視
CCTV-22-0010-173-01,66000-000441,臺中市,龍井區,66000250,L0303,120.5391448,24.1929394,交通部公路總局,大肚區中華路龍田路橋(逆樁),影像監視
CCTV-22-0010-168-01,66000-000440,臺中市,梧棲區,66000140,L0303,120.5483926,24.2361674,交通部公路總局,梧棲區中華路國興街口(逆樁),影像監視
CCTV-22-0010-162-01,66000-000439,臺中市,清水區,66000120,L0303,120.5771157,24.2793842,交通部公路總局,清水區中華路699巷口(順樁),影像監視
CCTV-22-0010-156-01,66000-000438,臺中市,大甲區,66000110,L0108,120.6075312,24.3246563,交通部公路總局,大甲區中山路大甲溪橋北端(順樁),影像監視
CCTV-22-0010-154-01,66000-000437,臺中市,大甲區,66000110,L0108,120.6172867,24.3374093,交通部公路總局,大甲區中山路一段609巷口(逆樁),影像監視
CCTV-22-0010-150-01,66000-000436,臺中市,大甲區,66000110,區外,120.6424559,24.3669083,交通部公路總局,大甲區經國路日南加油站前分隔島(順樁),影像監視
CCTV-22-0130-057-01,66000-000421,臺中市,后里區,66000150,區外,120.7301364,24.3331693,交通部公路總局,后里區-三豐路=中社觀光花市旁(逆樁),影像監視
CCTV-12-0090-056-01,65000-000388,新北市,坪林區,65000200,F0309,121.7738,24.86649,交通部公路總局,新北市坪林區台9線56k+400(S),影像監視
CCTV-12-0090-044-01,65000-000387,新北市,坪林區,65000200,F0309,121.7202,24.9029,交通部公路總局,警察局旁(路側)(N),影像監視
CCTV-12-0090-037-02,65000-000386,新北市,坪林區,65000200,F0309,121.7037,24.936,交通部公路總局,新北市坪林區北宜路八段28-4號CMS附掛球型攝影機(N),影像監視
CCTV-12-0090-037-01,65000-000385,新北市,坪林區,65000200,F0309,121.7018,24.93667,交通部公路總局,坪林區北宜公路水柳腳(N),影像監視
CCTV-12-0090-032-01,65000-000384,新北市,坪林區,65000200,F0309,121.6738,24.94174,交通部公路總局,新北市坪林區北宜路七段財茂彎旁自立桿(S),影像監視
CCTV-12-0090-028-01,65000-000383,新北市,石碇區,65000190,F0309,121.6588,24.94489,交通部公路總局,彎道花圃(N),影像監視
CCTV-12-0090-023-01,65000-000382,新北市,石碇區,65000190,區外,121.6235,24.95711,交通部公路總局,新北市石碇區北宜路四段二格公園對巷栳寮公車(S),影像監視
CCTV-12-0090-014-01,65000-000381,新北市,新店區,65000060,區外,121.5663,24.95409,交通部公路總局,新店區北宜路二段國史館(S),影像監視
CCTV-12-0090-011-01,65000-000380,新北市,新店區,65000060,F0117,121.5413,24.95282,交通部公路總局,新店區北宜路一段新店國小(N),影像監視
CCTV-12-009A-009-01,65000-000379,新北市,新店區,65000060,F0309,121.5506,24.89128,交通部公路總局,新北市烏來區忠治里新北橫公路(台電龜山幹77)(S),影像監視
CCTV-12-009A-006-02,65000-000378,新北市,新店區,65000060,F0309,121.5516,24.90907,交通部公路總局,新北市新店區新烏路二段(台9甲線6K+950;警局所屬桿件)(S),影像監視
CCTV-12-009A-006-01,65000-000377,新北市,新店區,65000060,F0309,121.5496,24.9114,交通部公路總局,新店區新烏路二段廣興(S),影像監視
CCTV-12-009A-001-01,65000-000376,新北市,新店區,65000060,F0308,121.5433,24.93822,交通部公路總局,新店區新烏路一段桂山電廠(N),影像監視
CCTV-12-009A-018-02,65000-000375,新北市,烏來區,65000290,F0309,121.5791,24.84959,交通部公路總局,新北市烏來區烏來里新北橫公路(台9甲線18K+950;孝義幹107)(N),影像監視
CCTV-12-009A-018-01,65000-000374,新北市,烏來區,65000290,F0309,121.5753,24.84939,交通部公路總局,新北市烏來區烏來里新北橫公路(台9甲線18K+350;孝義幹93)(S),影像監視
CCTV-12-009A-017-01,65000-000373,新北市,烏來區,65000290,F0309,121.5711,24.84942,交通部公路總局,新北市烏來區烏來里新北橫公路(台9甲線17K+700;孝義幹75)(S),影像監視
CCTV-12-009A-012-02,65000-000372,新北市,烏來區,65000290,F0309,121.5468,24.87484,交通部公路總局,新北市烏來區新烏路五段(台9甲線12K+650;烏來區公所新設路燈桿上(N),影像監視
CCTV-12-009A-012-01,65000-000371,新北市,烏來區,65000290,F0309,121.5469,24.87489,交通部公路總局,新北市烏來區新烏路五段(台9甲線12K+650;烏來區公所新設路燈桿上(S),影像監視
CCTV-15-007B-004-01,65000-000357,新北市,三峽區,65000090,區外,121.3802,24.87814,交通部公路總局,三峽區大埔路圳頭派出所(N),影像監視
CCTV-15-007B-000-01,65000-000354,新北市,三峽區,65000090,區外,121.3684,24.90294,交通部公路總局,三峽區大埔路台7乙線0K+700(N),影像監視
CCTV-15-007B-000-02,65000-000353,新北市,三峽區,65000090,區外,121.3666,24.90737,交通部公路總局,三峽區大埔路起點(S),影像監視
CCTV-12-0650-009-01,65000-000352,新北市,土城區,65000130,區外,121.4403,24.98702,交通部公路總局,土城一入口到板橋二出口(N),影像監視
CCTV-12-0650-007-03,65000-000351,新北市,板橋區,65000010,F0102,121.4509,24.99891,交通部公路總局,板橋二入口到土城一出口(S),影像監視
CCTV-12-0650-007-01,65000-000350,新北市,板橋區,65000010,F0102,121.451,24.99903,交通部公路總局,土城一入口到板橋二出口(N),影像監視
CCTV-12-0650-007-02,65000-000349,新北市,板橋區,65000010,F0102,121.4521,25.00199,交通部公路總局,板橋一出口到板橋二入口(S),影像監視
CCTV-12-0650-006-01,65000-000348,新北市,板橋區,65000010,F0102,121.4512,25.01002,交通部公路總局,縣民大道入口到板橋一入口(N),影像監視
CCTV-12-0650-005-02,65000-000347,新北市,板橋區,65000010,F0102,121.4491,25.01595,交通部公路總局,板橋一出口到板橋二入口(S),影像監視
CCTV-12-0650-004-02,65000-000346,新北市,新莊區,65000050,F0109,121.4425,25.02497,交通部公路總局,新莊二入口到板橋一出口(S),影像監視
CCTV-12-0650-004-01,65000-000345,新北市,新莊區,65000050,F0109,121.4425,25.02535,交通部公路總局,板橋一入口到新莊二出口(N),影像監視
CCTV-12-0650-004-03,65000-000344,新北市,新莊區,65000050,F0109,121.4423,25.02903,交通部公路總局,新莊二出口到新莊二入口(S),影像監視
CCTV-12-0650-003-01,65000-000343,新北市,新莊區,65000050,F0109,121.442,25.03969,交通部公路總局,台65線3K+045,影像監視
CCTV-12-0650-003-02,65000-000342,新北市,新莊區,65000050,F0109,121.4422,25.04011,交通部公路總局,新莊二入口到新莊一出口(N),影像監視
CCTV-12-0650-002-02,65000-000341,新北市,新莊區,65000050,F0109,121.4422,25.04841,交通部公路總局,新莊二入口到新莊一出口(N),影像監視
CCTV-12-0650-002-01,65000-000340,新北市,新莊區,65000050,F0109,121.4421,25.04881,交通部公路總局,新莊一入口到新莊二出口(S),影像監視
CCTV-12-0650-001-01,65000-000339,新北市,新莊區,65000050,F0109,121.4423,25.05066,交通部公路總局,新莊一出口到泰山出口(N),影像監視
CCTV-12-0650-012-01,65000-000338,新北市,土城區,65000130,F0116,121.4325,24.96623,交通部公路總局,國三土城交流道到土城二出口(S),影像監視
CCTV-12-0650-012-02,65000-000337,新北市,土城區,65000130,F0116,121.433,24.96807,交通部公路總局,土城二入口到國三土城交流道(S),影像監視
CCTV-12-0650-012-03,65000-000336,新北市,土城區,65000130,F0116,121.433,24.96773,交通部公路總局,土城二出口到土城一出口(N),影像監視
CCTV-12-0650-011-01,65000-000335,新北市,土城區,65000130,F0116,121.4328,24.97155,交通部公路總局,土城一入口到土城二入口,影像監視
CCTV-12-0650-011-02,65000-000334,新北市,土城區,65000130,區外,121.4328,24.97367,交通部公路總局,土城二出口到土城一出口(N),影像監視
CCTV-12-0650-011-03,65000-000333,新北市,土城區,65000130,F0116,121.4352,24.97531,交通部公路總局,土城二出口到土城一出口(S),影像監視
CCTV-12-0650-010-04,65000-000332,新北市,土城區,65000130,F0116,121.4362,24.97682,交通部公路總局,土城一出口到土城一入口(S),影像監視
CCTV-12-0650-010-03,65000-000331,新北市,土城區,65000130,F0116,121.4365,24.97682,交通部公路總局,土城一出口到土城一入口(N),影像監視
CCTV-12-0650-010-02,65000-000330,新北市,土城區,65000130,區外,121.4382,24.97974,交通部公路總局,土城一出口到土城一入口(N),影像監視
CCTV-12-0650-012-05,65000-000329,新北市,土城區,65000130,區外,121.4374,24.97836,交通部公路總局,土城一出口到土城一入口(S),影像監視
CCTV-12-0650-012-04,65000-000328,新北市,土城區,65000130,區外,121.4377,24.97923,交通部公路總局,土城一出口到土城一入口(S),影像監視
CCTV-12-0650-010-01,65000-000327,新北市,土城區,65000130,區外,121.439,24.98241,交通部公路總局,板橋二入口到土城一出口(S),影像監視
CCTV-12-0650-000-01,65000-000326,新北市,泰山區,65000160,區外,121.4418,25.0594,交通部公路總局,新莊一出口到泰山出口(N),影像監視
CCTV-12-0650-000-02,65000-000325,新北市,泰山區,65000160,區外,121.4411,25.06091,交通部公路總局,新莊一出口到泰山出口(N),影像監視
CCTV-12-0650-000-03,65000-000324,新北市,五股區,65000150,F0207,121.4379,25.06609,交通部公路總局,五股端入口到泰山入口(S),影像監視
CCTV-12-0640-000-04,65000-000323,新北市,五股區,65000150,F0207,121.4379,25.067,交通部公路總局,快速公路64號(台北港端到八里交流道(S),影像監視
CCTV-12-0640-000-05,65000-000322,新北市,五股區,65000150,F0207,121.4407,25.08216,交通部公路總局,快速公路64號(觀音山交流道到八里交流道)(N),影像監視
